#36864
#36864
#36864
#0
#0
   Index      Gx      Gy      Gz
    4769   -3713   32393   -3242
    4770   11068  -30475    4736
    4771   24491   10372   19137
    4772   10932   30438   -5259
    4773  -29597   13896    2132
    4774   16957    2792   27898
    4775  -12477  -15296   26153
    4776   32218    5200    2938
    4777  -17696   -8335   26287
    4778   -6780   12848  -29370
    4779   25637   -2715   20223
    4780  -11519  -28704  -10819
    4781    4193   27201  -17780
    4782  -10915   22541   21128
    4783  -19757   24174   -9945
    4784   11577  -21424  -21923
    4785   -3397   10289  -30923
    4786  -11121   -7708   29842
    4787  -30381   -3325   11815
    4788  -22066   -5329   23629
    4789  -10225   11877   28775
    4790  -30521   -1633   11808
    4791  -17943   -1838   27355
    4792  -10448  -26650  -15944
    4793   20796   -1596   25271
    4794   -1724  -17690   27527
    4795   -7838  -28992  -13102
    4796  -12016  -12151  -27957
    4797  -26037    9414   17523
    4798  -16424    8004  -27199
    4799  -29053    2195   14991
    4800  -30823   10579   -3415
    4801  -22844  -21296    9911
    4802   16106  -18578  -21658
    4803  -16959  -27960    2060
    4804  -16223  -27084    8768
    4805   -5329   -5593  -31843
    4806   28091   16756   -1941
    4807  -20789     709   25317
    4808  -16849   12246  -25294
    4809   -3133   32398   -3765
    4810   25702  -17427   10455
    4811    9454  -28344  -13449
    4812    9642   10469   29514
    4813   12896   27298   12732
    4814   26537     502  -19214
    4815   30782  -10640    3588
    4816   14286   15867   24855
    4817  -28737  -15278    3791
    4818  -22400  -17274   16536
    4819    4601  -19564   25879
    4820   15602  -18120   22402
    4821  -21494   -5143  -24191
    4822  -20717  -15148  -20370
    4823   15696   17665  -22698
    4824    6702    8695  -30872
    4825   -6109    1155  -32171
    4826   -4894  -31776    6320
    4827   -1338  -31950    7146
    4828  -10217   14682   27453
    4829   27053   10368   15307
    4830  -26035   15032  -13031
    4831  -32323    5362    -290
    4832   26869   10026  -15848
    4833  -20113  -20886   15259
    4834  -15194   14561  -25115
    4835  -13825   24950   16124
    4836  -18207  -18165   20301
    4837  -14063   24851   16071
    4838   25060  -18213  -10672
    4839    7950  -31303    5526
    4840   32312    5040   -2034
    4841   10633  -15132  -27048
    4842  -21813  -11566   21542
    4843   25365   16785   12185
    4844   -4614  -28633  -15248
    4845  -10854    3040   30767
    4846  -25369     761  -20723
    4847   13005   27067  -13110
    4848   13483  -29291   -5820
    4849    7870  -26711  -17268
    4850  -11643   23210  -19984
    4851   -8740   28567   13459
    4852    1043  -25185  -20934
    4853  -21273  -24879    1463
    4854  -23992   17877  -13357
    4855   29100  -14862   -2439
    4856   17135   -1863   27867
    4857  -12096  -24097  -18618
    4858   -2051     343  -32700
    4859   14636   12223   26646
    4860   30077   -5460   11798
    4861  -31952    7193     979
    4862  -16215  -28436    1446
    4863   19271    5012  -26022
    4864   -2432   -2727   32562
    4865   -7739  -30468   -9242
    4866  -31706     991    8207
    4867     361  -32011   -6988
    4868   -3515    4505  -32264
    4869  -29777  -13348    2967
    4870  -32760    -241     597
    4871    4597  -27877  -16594
    4872   -7600  -11328  -29792
    4873    1252  -23886   22394
    4874    3653  -13559  -29604
    4875   30315    3125  -12037
    4876   -3792  -26726   18573
    4877   -7461   -7719   30958
    4878   15901  -28083    5666
    4879   14021   23346   18221
    4880   28999   -3164   14921
    4881   11178  -29168    9894
    4882  -21139  -22592   10787
    4883   -2591  -15495   28754
    4884    1508   32651    2299
    4885  -10960  -30153   -6655
    4886  -24041  -19258   11170
    4887   32430    2602   -3897
    4888   22003   -3269  -24059
    4889   27814  -16856   -3984
    4890  -32359    4096    3122
    4891  -24747  -20347   -6872
    4892  -10223   30408   -6666
    4893    2226  -28238   16471
    4894  -16175   28458    1464
    4895    1387   32731    -626
    4896  -13787   12528  -26955
    4897   26481   10287  -16327
    4898  -27290  -17807   -3436
    4899   -4103   31226    9041
    4900   18559   23255   13725
    4901   -3293   -4540   32283
    4902   14408   -7990   28323
    4903   16853   -8690  -26722
    4904   -6344   12247   29722
    4905   21965  -10141  -22098
    4906   -9737    5322   30830
    4907  -27249  -17049    6357
    4908    5367   27478  -17023
    4909   16648   -1870  -28160
    4910   29800   -3730  -13104
    4911    1183   25496   20547
    4912    1267  -17394  -27739
    4913   30350    7846   -9536
    4914  -19647  -10300  -24115
    4915   -7270  -22781  -22400
    4916  -15537   -2982  -28694
    4917  -29916    1928   13227
    4918    1221   18379  -27099
    4919  -23245   21788    7653
    4920    5436   24229  -21379
    4921  -27968  -13892    9921
    4922   32423   -4731     -85
    4923   19139   22537  -14121
    4924   19070   15515   21662
    4925  -20487  -14786   20863
    4926  -15432    3312   28714
    4927     988    -650  -32745
    4928  -11853  -29129    9200
    4929    5570     568  -32284
    4930    8123   18504  -25792
    4931    6013  -19326  -25768
    4932   24442  -20009   -8708
    4933   -6198   27277  -17064
    4934    9401  -29725  -10083
    4935   20204  -19905  -16408
    4936   11897   29619   -7401
    4937  -26220   18957   -5174
    4938   -9929  -29846    9179
    4939  -15644  -21766   18844
    4940   19360   21717  -15073
    4941   -5187  -23207   22542
    4942   23382  -16691   15758
    4943  -15007  -19792   21370
    4944   15212   20210  -20827
    4945   -6958   14636  -28478
    4946  -31781    3365    7231
    4947    7223  -29103   13208
    4948   19966   -5215  -25452
    4949  -19093    2742  -26487
    4950  -32107   -1305    6411
    4951  -22333  -12498   20461
    4952    1130  -25443   20615
    4953    3813  -18308  -26905
    4954    4762   28657   15156
    4955   10605   16146   26466
    4956  -27943  -16823   -3130
    4957  -16676   -2004  -28134
    4958   16151  -22920  -16955
    4959  -27127  -10339   15195
    4960    -525   12906  -30113
    4961  -32030   -4822   -4946
    4962    -945   32647    2635
    4963    8729   10627   29741
    4964   26172    4978  -19076
    4965   -7565  -19602  -25143
    4966  -28135  -13792    9582
    4967  -20023   -3765  -25662
    4968    2854    7845   31685
    4969  -27097    8211  -16492
    4970    8072   30982    6969
    4971  -25098    3603   20754
    4972   -3921  -24299   21629
    4973   31786    7921    -718
    4974  -19339  -20191   17086
    4975    4399  -17727   27203
    4976   19174   -3939   26277
    4977   26798    2197  -18727
    4978   27091  -18172    3084
    4979   23947  -12331   18658
    4980     118   25936  -20024
    4981   27860   -5973   16179
    4982  -32501   -3842   -1601
    4983    1858   32256    5456
    4984    4869   28349  -15692
    4985  -17473    5296  -27208
    4986   29457   -5561  -13229
    4987   12403   13136   27336
    4988   17325   27744   -1932
    4989   29032    1589  -15107
    4990  -14479  -23812   17233
    4991   16611   21899   17836
    4992    2893    9008  -31371
    4993   -3085   21072   24902
    4994    5454   25731   19540
    4995  -26074  -16156  -11523
    4996   19365   23998   11078
    4997  -10606   27981  -13349
    4998  -16719     452   28176
    4999   29444    1592  -14289
    5000  -23657   -6566  -21699
    5001  -22144   18031   16066
    5002  -31029  -10420   -1498
    5003  -18168  -25346   10055
    5004   10624    5086   30576
    5005   11379  -28178  -12253
    5006   15666    7598  -27757
    5007   20968   16409   19097
    5008   31352   -3588   -8821
    5009  -27486  -16943    5576
    5010  -11608   22544  -20752
    5011   17449    -659  -27726
    5012  -20805   11209  -22696
    5013   -1958   24717   21421
    5014   18815  -23441  -13044
    5015  -26026  -18396   -7609
    5016   31239     428    9879
    5017   15703  -19861   20798
    5018   27690    1564   17449
    5019   10945  -29763   -8245
    5020   25619    2061  -20324
    5021  -29984   -9079    9600
    5022   -3135    2365  -32530
    5023   -7076   28655  -14228
    5024  -31235   -3939    9083
    5025  -30708    9709    6034
    5026   25749  -16719  -11449
    5027    6552    1996   32042
    5028  -13229   17000  -24690
    5029    7391   27930   15457
    5030    9065   22024  -22503
    5031    8942   31230   -4282
    5032   18364   16197   21773
    5033  -18208   25648   -9180
    5034  -12468  -12123  -27770
    5035    8278   31483    3730
    5036  -27225   10627  -14815
    5037   -8306   20572  -24112
    5038   24158  -17856   13084
    5039   21864  -24387    -923
    5040   22499   11623  -20792
    5041  -16846   10339  -26134
    5042   22026  -14353  -19556
    5043   18825   12096  -23936
    5044   27629  -13300  -11547
    5045   10313   -9774   29526
    5046  -10070   31110    2105
    5047   28270    1034  -16535
    5048   32499    -736   -4110
    5049  -26812  -15230   11080
    5050   -5164   32206    3125
    5051  -28994  -13487    7146
    5052  -21991   -4871   23797
    5053   -3058   31673   -7818
    5054  -28234   -3212   16315
    5055   15870  -17766  -22498
    5056   15087   -2734  -28957
    5057   21020  -22835  -10504
    5058   23953    8236   20785
    5059    3318   31595   -8024
    5060   10636   -1134   30971
    5061  -30077   11017    6901
    5062   -6931   30220  -10601
    5063  -14993   -7886   28047
    5064   16212  -11361   26110
    5065  -19201   13294   22983
    5066  -27537    7831  -15938
    5067   29551    1658  -14057
    5068   26982   -3003   18346
    5069   24165  -17762   13198
    5070  -31335    9565    -490
    5071   11590     153   30648
    5072  -28535  -16029   -1562
    5073   -4285    1844   32433
    5074   -9229  -31434    -617
    5075  -19081  -26636     226
    5076   19547   19527   17613
    5077  -26533   17773   -7334
    5078   32537    2361   -3063
    5079    8767   20442  -24060
    5080    2900  -27897   16940
    5081   20688   25047    4275
    5082  -29576   10200    9740
    5083  -16563   20439   19532
    5084  -10722   24961  -18320
    5085  -21652    7400   23454
    5086   19139   -1962   26523
    5087   -7627  -28804  -13629
    5088   29218    -926   14802
    5089   20730   23091  -10521
    5090   29026    3032  -14897
    5091   -1381  -24593  -21608
    5092   11434   28764   10748
    5093  -20055   25805    2349
    5094   -4953   24165   21567
    5095  -24503   15517  -15245
    5096   10184  -22793  -21222
    5097    8415   31345   -4509
    5098   21984   24245   -1595
    5099   14019  -22972   18691
    5100   -9263  -20049  -24204
    5101     500   14456  -29401
    5102  -19830  -24710    8356
    5103   10183    4194  -30860
    5104   -5097  -21892  -23841
    5105   30180    -484   12750
    5106   -7659  -31842    1027
    5107   31620   -8125    2790
    5108    5629  -25165   20216
    5109     153   26518   19246
    5110   32735    1429     122
    5111  -28233   -7892  -14638
    5112   21267    -333  -24924
    5113  -15008  -14371   25335
    5114   -1066   11075   30819
    5115  -11936   -9494   29000
    5116   28839  -12649    9052
    5117  -17587   -6669  -26830
    5118   -9588   14315  -27871
    5119  -23305    9872  -20810
    5120    -822  -11449  -30690
    5121    2862   29123   14740
    5122   10136   20666  -23319
    5123   17355   26327    8907
    5124   -3694  -26442   18994
    5125  -14561  -29030    4341
    5126   30328    9449   -8033
    5127   -8131  -23736   21074
    5128   29952    3604  -12786
    5129   11470  -28319  -11837
    5130  -23729  -12719   18675
    5131   24316  -21961     244
    5132   16013   23915  -15662
    5133  -27893   -7970   15235
    5134  -18386   15738  -22088
    5135  -13578   11306   27594
    5136    5728   26636  -18203
    5137  -18126     695  -27287
    5138   -3585  -16743  -27937
    5139  -25423   10736   17664
    5140   21314  -13637   20818
    5141  -27491    8345   15756
    5142  -25290   12150   16924
    5143  -12654     212   30223
    5144  -32223    5523   -2200
    5145  -15873  -21632   18808
    5146  -31930    5328   -5074
    5147  -15101     -19   29079
    5148   -1757   -1596  -32680
    5149    -820   -8846   31539
    5150  -32034    5131    4600
    5151    7958  -30151  -10061
    5152  -32238   -4488    3768
    5153   29989   -1469  -13120
    5154  -13669  -19688  -22342
    5155  -30160   -6834   10829
    5156    4753  -30089   12071
    5157  -21834   15156   19162
    5158   30747    5461   -9920
    5159   17977  -21960  -16378
    5160   21628  -22421  -10157
    5161   27889  -13027  -11230
    5162  -13589  -10206   28014
    5163    8527   26820   16781
    5164   -2175   29603  -13877
    5165   25240   19701    6958
    5166   23110   15350   17433
    5167   -4930  -23125   22684
    5168    2804   19283   26343
    5169    8367  -31053    6272
    5170   -6676   15152  -28275
    5171   12795  -23843  -18477
    5172   15195  -16022   24208
    5173  -19148  -25988   -5621
    5174   24241  -19350   10564
    5175  -20655  -17374   18577
    5176   26150   10810  -16522
    5177   -4819  -32213    3566
    5178    7680  -26469  -17721
    5179    -341    5419  -32313
    5180  -23696   14380   17473
    5181    8901   -3533  -31336
    5182  -20078   24928   -7005
    5183   26219   11100  -16217
    5184    3757  -26150  -19383
    5185   12162   28506   10634
    5186   15545   -9657   27179
    5187   -5380    -699  -32314
    5188   -5193  -28034   16149
    5189   22395  -13654   19638
    5190   16966   -8461   26724
    5191   -7311    7277   31100
    5192  -16881  -12964  -24911
    5193  -26192  -19648    1243
    5194   -7602   23888   21100
    5195  -23021   21518    8979
    5196   -2827   13447   29746
    5197  -14343    3178   29288
    5198   -2939   11401   30578
    5199    7826  -14439  -28353
    5200   29457   13753   -4093
    5201  -22557   20663  -11741
    5202  -18555   12419  -23982
    5203  -22150    3095  -23947
    5204    5492   25328   20049
    5205   13634  -29751    1622
    5206   13783   -6005   29113
    5207    4843   -5102   32002
    5208  -31924    4434   -5904
    5209   31274   -4930   -8441
    5210   10848   25210  -17900
    5211  -25545  -20213   -3536
    5212  -27939    7636  -15320
    5213   10950   30766   -2680
    5214  -10959   30565   -4396
    5215  -11881   26160  -15752
    5216  -17604  -13695  -24004
    5217  -31573    6984   -5293
    5218  -22571   23749     449
    5219   28427  -11533  -11512
    5220   25957  -15918   12103
    5221   31849   -6737   -3729
    5222  -28940  -14777   -4216
    5223  -23922   11517   19203
    5224   25401     878   20679
    5225   27941    4470   16521
    5226  -21939  -15263   18956
    5227   22147   24148      83
    5228   30063  -12520    3616
    5229  -11731   29370    8568
    5230    9520  -16998  -26345
    5231   27593    5872  -16666
    5232   20282  -24592    7583
    5233   24966  -16940  -12781
    5234   10339   25703   17495
    5235  -28874   -2686  -15254
    5236   -1566   12669  -30177
    5237   18353   23644  -13332
    5238   -9843   31034    3693
    5239    7105   -8843   30740
    5240   18988  -23653   12394
    5241   18913   22628   14278
    5242   -8806   31323    3868
    5243   22339  -23871    2185
    5244  -21016   -5068   24622
    5245   10560   30217   -7005
    5246   18125  -27158   -2748
    5247  -11575   23960  -19119
    5248   21084  -18569   16860
    5249  -31454   -8656    3059
    5250  -30947    5348   -9345
    5251   25905   15135   13172
    5252   16170   12503  -25609
    5253    2921   -4434  -32333
    5254   24382  -20940    6376
    5255  -30945    2688   10431
    5256  -32186    3201    5243
    5257   17558    6604   26865
    5258   29257   11756    8913
    5259   11459   30651    1675
    5260  -17774   22574  -15752
    5261   13206   -5840  -29413
    5262  -25588  -13706   15200
    5263   22809    8329  -22000
    5264    -538   29432  -14391
    5265    1354  -28692  -15765
    5266     852   32610    3086
    5267   32539   -2741    2704
    5268  -16378   21187   18881
    5269   19253  -10782   24221
    5270   25957   -6691   18843
    5271   10766   -3371   30763
    5272  -20036  -15288  -20940
    5273     753   16637   28218
    5274    5490   12450  -29808
    5275   15124   23580  -16996
    5276    -176   -6136  -32186
    5277  -26093   16320   11245
    5278    3238   18957   26529
    5279  -11443  -30334    4745
    5280  -22519    7533  -22578
    5281  -20215  -25787     155
    5282   13343  -29595    4438
    5283   20404  -15492  -20428
    5284   23153  -20120  -11521
    5285  -13258   26409   14157
    5286    9498   31167    3468
    5287   21575    7654  -23442
    5288   19559  -25092   -7840
    5289   13874  -28900   -6778
    5290   24528   21135    5029
    5291    8807   -2033  -31495
    5292   10385  -30659    5084
    5293   14492    7837   28323
    5294   -6046  -19322  -25763
    5295    8988  -27593   15213
    5296   -4279   10225   30835
    5297  -22468  -22758    7135
    5298   21921   19644   14395
    5299   26163   14901  -12926
    5300    8151   31623   -2685
    5301    7958   11533  -29619
    5302   23027  -22067   -7513
    5303  -24822   19375   -9062
    5304  -12393  -26949  -13920
    5305  -14172  -21024   20755
    5306   -6211   32009   -3242
    5307   12137  -22859   20094
    5308   18745  -18991   19016
    5309   -7173   28634  -14223
    5310  -13520    9514  -28290
    5311    5814  -13753  -29167
    5312   29965    9722    9012
    5313   26601   18477   -4961
    5314   -7687   17558   26576
    5315   26536  -18442   -5418
    5316  -21005  -10884  -22670
    5317   15600   28695    2621
    5318   13930    7689   28644
    5319  -29686   -9008   10548
    5320   16044  -27723   -6903
    5321   17952   22403  -15794
    5322   19288  -13482   22800
    5323  -11605    9397   29166
    5324   24440   20282   -8060
    5325   -5376   15511  -28357
    5326   22870  -10732  -20867
    5327   26058   19235    4964
    5328   -1057  -25471  -20585
    5329  -26691   13208  -13667
    5330   -8159   31635   -2512
    5331   -3664   30978  -10028
    5332   30482   -1587  -11916
    5333  -12955   29982   -2626
    5334    -324   27821  -17307
    5335  -10123    3658  -30948
    5336   23948  -19807   10384
    5337   21215   11117  -22359
    5338  -10459   23892   19834
    5339   28154  -15655   -5991
    5340   -5117   30323  -11311
    5341  -20329  -20011   16122
    5342  -28475    1473   16144
    5343  -24821   -1003  -21367
    5344  -10085   18540  -25063
    5345   24729    2410  -21361
    5346  -23613  -21127    8349
    5347   23773   -2547   22405
    5348  -26161  -19718     660
    5349  -24310   -1705  -21903
    5350  -29583    1122   14044
    5351    4736   18430   26674
    5352  -17452  -20708  -18445
    5353   -1693  -21904   24310
    5354    -257   26776  -18884
    5355  -13648  -20015   22063
    5356  -18828  -12834   23546
    5357  -31750   -7950    1532
    5358   28001   16952   -1483
    5359   20465   -1413   25550
    5360   14253    7624  -28502
    5361   27820   17300     619
    5362   31645    3095    7916
    5363   27783   -8214   15306
    5364  -26328   -8208  -17694
    5365   -7538   -5920  -31333
    5366   22597    1815  -23658
    5367  -26294   -8385   17661
    5368  -11213    -414   30785
    5369   10445  -30158   -7418
    5370   -5286    -303   32336
    5371    1525  -30690  -11377
    5372   22348   -2969  -23778
    5373   27272  -16518   -7552
    5374  -14746   28971    4104
    5375  -30056   -9663    8770
    5376   19326  -26319    2726
    5377   -4997  -30028  -12124
    5378   -2558  -23847  -22325
    5379   21988   -8481  -22765
    5380  -10449  -19960  -23792
    5381  -29663    2169   13749
    5382  -18057   27245   -2302
    5383   14058  -15288  -25343
    5384  -16387   25136   13164
    5385  -14866   20318  -20971
    5386    4254   25681   19900
    5387   29819   13551     914
    5388   30130  -12479    3174
    5389   -8235   25284  -19146
    5390   23759  -12702   18650
    5391    5820   32199    1735
    5392  -30915    9810    4654
    5393    4077   32108   -5108
    5394  -29047    4454   14493
    5395   -2287   16908  -27973
    5396  -19517   25575    6216
    5397  -14804   17081   23721
    5398  -17968  -27194   -3355
    5399   -5779   30664    9999
    5400   28015   11087  -12879
    5401  -21757   23467    7040
    5402   -2304   29298  -14489
    5403  -23035   12556   19631
    5404    8163   25106   19409
    5405    2724  -13442   29758
    5406   21824   24167   -3647
    5407  -17872   27318   -2825
    5408  -12550   29552    6541
    5409   17283  -16456   22453
    5410  -10870   -3412  -30722
    5411   23962    8912  -20494
    5412    5805  -13959   29070
    5413   -7878  -12244   29354
    5414   24171   21907   -3081
    5415   -4721   25227   20370
    5416  -16531   -3230   28106
    5417   -3417  -30559   11318
    5418   14622  -28104   -8366
    5419    4150   31910   -6180
    5420   28748  -15202   -4009
    5421  -20590   22641   11707
    5422   31757    7740   -2289
    5423   -8208  -11133   29704
    5424   12955  -28551   -9522
    5425  -27283   14764  -10549
    5426    6780  -18833   25942
    5427    8735   31440    2977
    5428  -10650   26331   16336
    5429   15086  -15547  -24583
    5430  -27897  -16911   -3064
    5431     195  -17233  -27868
    5432     974  -30953   10704
    5433   29463    5242   13346
    5434  -11204  -13940   27455
    5435  -10901  -29065   10490
    5436    3386   30116   12458
    5437   -5826   22413   23180
    5438    9002   31435   -2103
    5439   18040  -27217   -2721
    5440   21400   14603   20060
    5441    9068   23204   21283
    5442    2112  -25644  -20286
    5443    2270   10113  -31084
    5444   14517    4402  -29043
    5445    9945   20668  -23399
    5446  -22796    9502  -21533
    5447   -9502  -30255    8247
    5448  -10224    4298  -30832
    5449  -16248   28396   -1813
    5450  -30490    2696   11694
    5451   20840    1440  -25244
    5452   26251    9238  -17296
    5453  -18545   23209  -13822
    5454    2945  -24598  -21445
    5455  -23083  -20182  -11553
    5456  -22605  -13164   19732
    5457   -8452  -28806  -13130
    5458  -27282   -1747   18062
    5459  -28910  -15029    3458
    5460   31814   -6976    3584
    5461   17465   23241   15115
    5462    4361  -27075   17931
    5463   -7256  -18192   26269
    5464   16654   15297  -23712
    5465    1509  -26457   19272
    5466  -12863   22224  -20353
    5467   -4884   -9847  -30868
    5468  -17490   13095  -24418
    5469   14906   16593  -24002
    5470  -16289  -14663  -24358
    5471    4645  -15441   28524
    5472  -24792  -15433  -14861
    5473  -13990   -6028   29010
    5474   13251   28567    9053
    5475  -21798   -1581   24413
    5476   30816   -6939   -8711
    5477  -26615   -8148  -17287
    5478  -24092   -8564  -20491
    5479   11281   30617    2991
    5480   -3498   28352  -16048
    5481   27281  -12940  -12725
    5482    6468    4888  -31748
    5483   13072   29494    5733
    5484     541   12429   30313
    5485    -785  -23396   22926
    5486     221    5812  -32246
    5487  -26807   16670    8783
    5488   -2903   31308   -9221
    5489  -20469    3872  -25292
    5490  -24396   21710    2674
    5491    8272   31228   -5477
    5492   28952   15303    1120
    5493   19397   -7558   25304
    5494  -23136   -3230  -22976
    5495   -6136   31901   -4280
    5496  -13389    7701  -28897
    5497   -2912   31692   -7796
    5498  -28997   -4522   14572
    5499  -15955   10726  -26533
    5500  -29146  -10203   10956
    5501   -3883   29674  -13342
    5502    8440  -30995    6459
    5503   23048    4681  -22815
    5504  -13722  -29461   -4169
    5505    5106   -5263  -31935
    5506   27501   -1420  -17758
    5507    8362  -27638  -15487
    5508  -19142  -26583     746
    5509  -26274   -5890  -18671
    5510   -7258   30319  -10085
    5511   23188   16498   16240
    5512  -27262  -17274   -5660
    5513   12909   -7709  -29113
    5514  -22058   23133   -7206
    5515   -6967   31973   -1672
    5516    4242   24518   21319
    5517   28470    9874  -12868
    5518   20124  -14965   21088
    5519   10151   30856    4304
    5520   -3308  -14488  -29203
    5521   -3359  -28548  -15727
    5522    4256   31960    5839
    5523  -12363  -30315   -1328
    5524    1982  -26071  -19748
    5525  -16435   22605  -17103
    5526     753   27128   18362
    5527    5338   31401    7687
    5528     461   23012  -23321
    5529   -3544  -29334   14163
    5530   10761  -30268   -6454
    5531    5480  -32211   -2465
    5532   15594   25415   13584
    5533  -18415   26317   -6474
    5534    7658    1495  -31824
    5535   16808    3755  -27875
    5536  -31964    4038    5968
    5537   32203    4904   -3538
    5538   12223  -11941   27958
    5539   -8355  -17292  -26548
    5540   13386  -28771   -8164
    5541   10874   30762    3014
    5542  -19892    5507  -25448
    5543  -18282    6071   26506
    5544    4180   31303    8734
    5545   14711   12304   26568
    5546  -27272  -16021    8555
    5547   -6829   -3687  -31834
    5548   -1363  -30449  -12026
    5549    2941  -20446  -25435
    5550  -31174   -5462    8484
    5551   -9828   12178  -28788
    5552  -16434   25953   11402
    5553   26703  -18931   -1478
    5554  -13861  -26816  -12743
    5555  -15005   29109    1070
    5556   18927  -23051   13567
    5557   -7348  -24439   20552
    5558   26642  -14770  -12070
    5559  -23643  -19019  -12366
    5560  -12810   28396  -10159
    5561  -30856   -1657   10898
    5562   14737  -17220   23662
    5563   27883    1370   17155
    5564  -18433  -11280   24630
    5565   12766  -17855   24328
    5566   14471   20110  -21443
    5567  -11959   20096   22951
    5568    3372   12456   30118
    5569  -27548   -1101   17707
    5570    7719  -20250   24576
    5571   16264    2336  -28349
    5572   30571   -6821    9619
    5573  -17484   25200  -11527
    5574  -26875  -16332    9197
    5575   -5808   20508   24886
    5576   22005   22822   -8281
    5577   27713     299   17480
    5578   10202   22281  -21751
    5579   -4284   32459    1292
    5580   22564   22243    8352
    5581   -2195  -29535   14018
    5582   10966  -28150  -12687
    5583  -28222   -6109  -15486
    5584   14778  -10584   27262
    5585   26566   17637    7538
    5586   15880   10520  -26660
    5587  -25907  -18232    8368
    5588    4097  -25486  -20182
    5589   16795  -21497   18150
    5590    9918  -20117   23887
    5591   -8556   29690  -10906
    5592   -8817  -20617  -23892
    5593   19594   19674   17397
    5594  -17585  -24962  -11886
    5595   -4068   28174  -16227
    5596   25253   -7043  -19655
    5597  -14313    8429  -28244
    5598  -28289  -16180    3401
    5599   -9634  -30677   -6303
    5600   -6659   27580   16391
    5601   21787   24459    -839
    5602   20581  -24352   -7550
    5603   -5553   14720  -28742
    5604   14455  -22642  -18762
    5605  -31472   -8653    2875
    5606   17376   27155   -5855
    5607  -15535   11910   26276
    5608   13585    6601  -29078
    5609   20460   25324   -3702
    5610  -23101  -23104    2478
    5611   21279    6763  -23981
    5612   25835   19974    2683
    5613    6834   21874   23419
    5614  -24554   -8893  -19790
    5615  -22665   -7111  -22569
    5616  -13479    8106  -28744
    5617  -22977   20839   10555
    5618   -2977    8338  -31547
    5619   29263   -5468  -13689
    5620    5194   -9082   31051
    5621    2916  -27647   17342
    5622   13030   24934  -16797
    5623   30344    3228   11934
    5624   10451   20029  -23732
    5625  -29226   12128    8507
    5626   15452   16955   23396
    5627    5538  -18882   26200
    5628   -4906  -30835   -9937
    5629   27793   17331    -897
    5630   27457   13466   11764
    5631   29673    3766   13376
    5632  -31734    7745   -2563
    5633   22164   22434   -8894
    5634      42  -29433  -14400
    5635  -10722  -13688  -27773
    5636   11825  -30342   -3628
    5637  -24355     747  -21907
    5638   31886   -3594   -6635
    5639  -13843   11060   27562
    5640  -32757     242     742
    5641  -12560   13390   27140
    5642    -475   18928  -26742
    5643   -2014    5063   32310
    5644    6894  -18074  -26447
    5645  -13872   27042  -12245
    5646  -26868    1408   18701
    5647   31353   -6751    6710
    5648   32653    1565   -2234
    5649   -1343   29947  -13229
    5650   18501  -12388  -24039
    5651  -27264   12242  -13433
    5652  -24017   -4419  -21847
    5653    1843   30440  -11985
    5654  -19985   -4525  -25568
    5655  -22211   10328   21763
    5656   -5538   -9373   30905
    5657  -16874  -21167  -18462
    5658  -26978  -12784   13505
    5659   -3120  -12299  -30210
    5660   14362   28448    7621
    5661   29417    9225   11099
    5662   12392    -511  -30329
    5663    2629   -2713  -32548
    5664     -39  -22905  -23430
    5665    9071  -20671   23749
    5666   16167  -24430  -14677
    5667   24585  -21562    2076
    5668  -13109  -29995    1456
    5669  -26744   18406    4431
    5670   29942   -7574  -10942
    5671    9409  -30869   -5674
    5672  -13561  -29295   -5613
    5673    7387   -3655   31713
    5674  -13757    6661  -28983
    5675  -32030    1329   -6779
    5676  -25442    7864   19091
    5677   32100    2264    6172
    5678   28306  -10802  -12480
    5679    3980  -19091   26331
    5680   18491   -4556  -26664
    5681  -30373   -3237  -11859
    5682   12903  -16250   25359
    5683  -19321  -24370   10317
    5684   16409   25655   12092
    5685  -30155  -12703   -1707
    5686   21499   -7661  -23510
    5687   14096   -1309   29550
    5688  -17699   11473   25075
    5689   30915  -10054   -4099
    5690  -20019  -13822   21951
    5691  -16924   25611  -11459
    5692   31149   -5307   -8674
    5693  -25264    7875   19322
    5694   -4520   19071  -26258
    5695  -11005    8716   29607
    5696    2500    -258  -32670
    5697   21585   20686  -13408
    5698  -11257    8442  -29591
    5699   -6428  -31910   -3752
    5700   -5066  -26214   18994
    5701   -7546  -16802   27099
    5702  -32483   -3707    2179
    5703   22950   12242   19927
    5704  -29264  -14157    4106
    5705  -20708   19353   16440
    5706    1494   -6086  -32162
    5707   -3123  -32582   -1521
    5708   27357    7586  -16361
    5709  -27205  -13231  -12587
    5710   -5251   10472   30601
    5711  -23232   13028  -19083
    5712   11662   30591    1341
    5713    8413   26065  -17986
    5714  -32274    3554    4403
    5715     186    2799   32646
    5716   10665   19439  -24125
    5717   12467   -5512   29796
    5718   -9073  -19590  -24648
    5719    1360  -25476  -20562
    5720  -30973    4706    9600
    5721   20551   -7586  -24367
    5722   -8328  -15858  -27437
    5723  -30717    4606   10434
    5724    4666    9626  -30971
    5725   -3937   -6870   31795
    5726  -28362   16204    2577
    5727   21656   23158   -8268
    5728  -12249  -27204   13548
    5729  -13595   -5398   29320
    5730   25362  -19258   -7714
    5731   -2511   30125   12642
    5732  -27948  -15741    6689
    5733  -24523  -12119   18038
    5734   29395   13166    6018
    5735  -14227  -28379   -8114
    5736   23333    1087   22979
